time	Propagator(t)	dPropagator	deltaE(t)	ddeltaE
0	0.025614	0.00376308	0.887062	0.0398075
0.5	0.0165347	0.00256363	0.902487	0.0517403
1	0.0106484	0.00178926	0.963024	0.0783194
1.5	0.00665063	0.0013075	1.14862	0.165406
2	0.0038459	0.000995748	1.58117	0.594054
2.5	0.00195982	0.000856275	2.44847	2.18817
3	0.000814531	0.000806316	-0.072694	3.03604
3.5	0.000165924	0.000836402	-0.599282	1.46614
4	-0.000176154	0.000971462	-0.191212	1.04716
4.5	-0.000174484	0.00110474	-0.126519	1.20452
5	-0.000157409	0.00117371	0.126519	1.20452
5.5	-0.000174484	0.00110474	0.191212	1.04716
6	-0.000176154	0.000971462	0.599282	1.46614
6.5	0.000165924	0.000836402	0.072694	3.03604
7	0.000814531	0.000806316	-2.44847	2.18817
7.5	0.00195982	0.000856275	-1.58117	0.594054
8	0.0038459	0.000995748	-1.14862	0.165406
8.5	0.00665063	0.0013075	-0.963024	0.0783194
9	0.0106484	0.00178926	-0.902487	0.0517403
